Prefecture,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Fukui,Sabae,2022-10-01,16.25,21.01,5.42,6.5,14.84,5.43,0.34,5.34,20.39,1.46,2.99,0.79,58,Moderate,8.2,66.7,0.05,1.72,6.45,184.9
Fukui,Sabae,2022-11-01,18.47,22.69,8.81,7.13,25.32,4.72,0.35,5.52,48.71,0.7,4.28,0.34,63,Moderate,8.9,57.5,0.041,1.42,6.46,184.9
Fukui,Sabae,2022-12-01,26.45,34.53,9.97,23.06,16.0,8.47,0.68,8.93,43.17,1.23,3.87,1.24,81,Moderate,8.6,55.2,0.028,1.29,6.58,185.8
Fukui,Sabae,2023-01-01,25.33,22.73,15.9,17.77,26.17,8.15,0.47,11.24,51.79,1.31,3.34,0.63,78,Moderate,10.2,63.5,0.047,1.44,6.5,184.5
Fukui,Sabae,2023-02-01,16.97,28.01,6.8,11.22,22.6,4.15,0.26,2.71,44.1,0.59,6.03,1.87,60,Moderate,4.8,59.3,0.057,1.8,6.53,185.0
Fukui,Sabae,2023-03-01,20.5,34.61,10.73,17.04,12.22,2.96,0.55,5.91,26.75,0.46,1.65,0.21,68,Moderate,10.4,68.6,0.045,1.01,6.44,184.6
Fukui,Sabae,2023-04-01,11.21,30.1,9.63,11.37,18.09,3.81,0.45,0.74,26.62,1.33,5.65,1.42,47,Good,7.8,59.0,0.068,2.02,6.45,185.2
Fukui,Sabae,2023-05-01,13.4,19.24,6.04,10.81,5.58,3.33,0.52,3.09,34.68,1.47,4.6,1.02,52,Moderate,7.2,66.2,0.055,1.71,6.42,184.0
Fukui,Sabae,2023-06-01,6.48,21.29,9.88,6.53,1.88,1.5,0.44,4.29,41.22,0.68,3.85,0.92,27,Good,7.8,83.4,0.05,1.78,6.52,184.2
Fukui,Sabae,2023-07-01,13.33,24.88,3.64,13.86,9.75,2.48,0.16,5.98,18.4,0.05,3.03,0.19,52,Moderate,6.5,87.7,0.065,1.53,6.44,184.8
Fukui,Sabae,2023-08-01,8.24,23.66,5.61,12.7,19.38,1.45,0.15,6.23,24.2,0.54,1.08,0.79,34,Good,4.1,69.1,0.049,1.28,6.56,184.2
Fukui,Sabae,2023-09-01,11.76,20.93,8.96,14.43,6.31,3.15,0.17,3.33,21.52,0.56,2.57,1.13,49,Good,10.0,81.2,0.046,1.49,6.53,184.8
Fukui,Sabae,2023-10-01,8.51,22.88,6.52,10.13,10.07,1.1,0.42,6.62,26.29,0.42,3.55,0.25,35,Good,5.5,59.5,0.033,1.2,6.54,184.6
Fukui,Sabae,2023-11-01,8.95,19.47,11.08,18.85,15.87,1.87,0.39,2.37,31.79,0.89,4.25,0.77,37,Good,11.0,66.4,0.041,1.16,6.55,184.8
Fukui,Sabae,2023-12-01,26.13,23.04,3.85,23.88,33.52,4.44,0.45,2.44,63.66,2.25,3.0,1.64,80,Moderate,6.5,56.8,0.044,1.14,6.5,184.2
Fukui,Sabae,2024-01-01,16.32,39.15,7.47,12.29,23.06,4.02,0.25,9.36,44.05,2.26,4.28,0.59,58,Moderate,7.6,46.7,0.063,1.2,6.41,184.5
Fukui,Sabae,2024-02-01,25.68,22.81,9.3,10.38,17.23,5.68,0.79,10.09,58.36,0.35,1.11,1.0,79,Moderate,6.2,62.0,0.043,2.32,6.35,183.7
Fukui,Sabae,2024-03-01,17.07,34.24,6.41,15.19,21.44,5.73,0.18,11.48,36.71,1.49,6.03,1.2,60,Moderate,12.2,51.7,0.038,0.91,6.34,184.4
Fukui,Sabae,2024-04-01,16.61,16.23,7.94,19.97,13.71,3.83,0.43,2.37,41.21,1.89,5.02,0.52,59,Moderate,11.2,62.3,0.06,1.17,6.49,184.5
Fukui,Sabae,2024-05-01,7.04,27.95,5.96,7.13,16.13,3.43,0.24,3.73,20.85,0.41,4.18,0.47,29,Good,10.4,72.9,0.056,1.65,6.47,184.1
Fukui,Sabae,2024-06-01,7.35,10.43,5.82,7.12,5.88,4.47,0.24,4.07,39.41,0.91,1.77,0.78,31,Good,8.0,76.8,0.042,1.8,6.39,184.5
Fukui,Sabae,2024-07-01,10.93,10.27,7.01,12.32,3.57,2.27,0.26,2.38,25.85,0.39,0.95,0.95,46,Good,4.5,86.7,0.058,1.44,6.44,183.5
Fukui,Sabae,2024-08-01,11.3,20.33,6.44,11.96,11.6,3.66,0.3,3.01,35.62,0.58,1.35,0.89,47,Good,10.1,79.7,0.057,1.49,6.44,184.0
Fukui,Sabae,2024-09-01,11.42,14.7,9.22,12.94,11.0,2.28,0.37,4.45,37.0,0.17,2.52,0.83,48,Good,8.8,82.9,0.043,1.94,6.35,184.0
Fukui,Sabae,2024-10-01,21.34,13.19,8.24,13.34,12.75,4.45,0.54,3.79,26.43,1.45,3.83,0.65,70,Moderate,4.5,62.2,0.047,1.63,6.38,184.2
Fukui,Sabae,2024-11-01,15.01,38.99,9.43,13.95,26.49,2.81,0.34,3.22,59.03,0.74,4.2,1.09,55,Moderate,10.4,55.7,0.062,1.21,6.49,184.3
Fukui,Sabae,2024-12-01,27.06,28.46,12.18,15.51,9.56,3.14,0.34,7.17,49.32,1.58,7.33,1.78,82,Moderate,9.4,57.5,0.064,1.17,6.48,184.7
Fukui,Sabae,2025-01-01,24.42,31.07,12.01,9.22,6.57,4.41,0.56,9.98,64.49,0.85,2.68,0.66,76,Moderate,6.4,62.2,0.043,0.96,6.34,183.7
Fukui,Sabae,2025-02-01,15.77,33.38,5.64,13.78,7.82,7.28,0.32,8.15,59.31,1.46,1.4,1.05,57,Moderate,5.6,52.9,0.078,0.89,6.38,183.6
Fukui,Sabae,2025-03-01,9.93,28.37,5.14,6.38,14.66,5.28,0.29,4.19,43.59,0.96,1.5,0.38,41,Good,5.5,55.0,0.044,1.81,6.52,184.1
Fukui,Sabae,2025-04-01,11.07,17.42,4.38,7.32,11.16,3.73,0.4,3.69,21.81,0.87,3.08,0.82,46,Good,8.7,64.6,0.048,1.03,6.42,184.0
Fukui,Sabae,2025-05-01,8.58,22.1,10.35,11.11,3.4,2.64,0.44,7.94,29.4,1.28,1.3,0.73,36,Good,5.1,60.4,0.032,1.51,6.35,183.9
Fukui,Sabae,2025-06-01,6.93,20.41,9.26,13.24,12.78,3.54,0.21,4.35,17.8,0.51,1.82,0.13,29,Good,10.3,70.3,0.053,0.84,6.4,183.6
Fukui,Sabae,2025-07-01,8.59,12.97,3.31,5.13,7.29,3.62,0.39,3.51,24.2,0.8,3.5,0.14,36,Good,6.1,73.6,0.044,1.53,6.26,184.5
Fukui,Sabae,2025-08-01,7.35,19.82,5.84,5.08,3.58,1.89,0.05,2.78,31.24,1.3,0.7,0.66,31,Good,6.5,77.5,0.052,1.34,6.32,183.6
Fukui,Sabae,2025-09-01,11.12,27.19,0.91,15.69,15.6,1.47,0.44,2.91,19.18,0.35,3.43,0.14,46,Good,7.9,82.3,0.038,1.4,6.42,183.8
Fukui,Sabae,2025-10-01,6.91,18.28,7.76,7.51,10.11,0.92,0.42,4.94,44.31,1.14,2.57,0.77,29,Good,5.8,68.4,0.064,1.32,6.5,183.1
Fukui,Sabae,2025-11-01,11.88,19.53,9.83,20.65,19.0,4.76,0.32,2.78,54.44,1.68,3.55,0.98,49,Good,8.4,53.1,0.044,1.25,6.45,184.6
Fukui,Sabae,2025-12-01,23.84,45.98,14.34,26.24,30.69,4.22,0.64,11.88,32.32,0.7,6.02,0.68,75,Moderate,8.2,50.6,0.034,0.97,6.25,184.0
Fukuoka,Fukuoka,2014-01-01,25.84,63.14,30.49,38.15,22.29,12.43,1.37,10.4,76.02,2.83,12.51,2.41,80,Moderate,10.8,64.0,0.054,2.12,21.8,1026.7
Fukuoka,Fukuoka,2014-02-01,17.42,57.19,24.03,22.03,21.01,4.41,0.54,11.23,79.9,1.69,2.73,0.7,61,Moderate,10.9,57.2,0.08,1.49,21.91,1023.6
Fukuoka,Fukuoka,2014-03-01,41.92,57.5,9.79,32.13,48.39,6.44,0.78,10.9,65.25,2.94,3.01,0.81,116,Unhealthy for Sensitive Groups,6.0,55.0,0.051,1.63,22.09,1024.0
Fukuoka,Fukuoka,2014-04-01,34.11,53.97,25.79,20.68,32.79,6.14,1.22,4.65,44.6,1.25,8.31,1.48,98,Moderate,10.2,60.4,0.06,2.07,21.77,1021.8
Fukuoka,Fukuoka,2014-05-01,15.73,36.11,22.52,26.37,23.76,10.49,0.66,6.28,33.15,1.87,2.57,1.25,57,Moderate,6.6,70.7,0.053,1.62,21.94,1025.9
Fukuoka,Fukuoka,2014-06-01,20.36,30.2,11.71,23.95,24.2,4.06,0.83,2.97,37.73,1.1,2.06,1.42,67,Moderate,6.9,75.1,0.075,2.07,22.12,1025.4
Fukuoka,Fukuoka,2014-07-01,17.33,38.61,7.4,22.47,29.4,3.28,0.45,4.86,45.88,1.35,2.62,0.89,61,Moderate,7.1,81.4,0.048,1.26,22.47,1024.6
Fukuoka,Fukuoka,2014-08-01,13.45,25.6,14.61,24.78,29.36,5.67,0.54,5.12,41.91,1.14,4.25,0.74,52,Moderate,4.3,77.5,0.048,1.61,21.89,1023.3
Fukuoka,Fukuoka,2014-09-01,26.93,33.37,14.42,15.52,33.35,9.41,0.45,3.03,51.4,2.56,5.88,1.56,82,Moderate,11.8,74.8,0.053,1.58,21.96,1023.5
Fukuoka,Fukuoka,2014-10-01,19.16,53.01,7.62,20.02,20.07,4.67,0.34,11.82,27.81,1.53,7.25,0.44,65,Moderate,5.4,57.4,0.05,1.83,22.39,1022.0
Fukuoka,Fukuoka,2014-11-01,32.61,57.09,29.92,45.38,24.05,6.42,0.76,8.52,29.79,2.99,8.25,1.22,95,Moderate,6.1,52.5,0.078,2.3,22.03,1025.0
Fukuoka,Fukuoka,2014-12-01,50.08,30.87,37.43,51.2,50.84,5.9,1.68,12.16,65.93,1.83,9.66,2.05,137,Unhealthy for Sensitive Groups,10.7,62.0,0.052,1.52,21.92,1025.4
Fukuoka,Fukuoka,2015-01-01,20.22,29.45,21.1,49.2,47.09,4.0,1.17,6.86,76.84,2.76,8.72,1.78,67,Moderate,8.5,42.3,0.053,1.69,21.87,1025.1
Fukuoka,Fukuoka,2015-02-01,32.93,29.65,23.36,48.51,49.59,11.77,1.16,7.7,65.23,1.78,12.22,2.89,95,Moderate,5.7,58.6,0.065,1.66,21.63,1022.5
Fukuoka,Fukuoka,2015-03-01,38.53,54.79,20.93,25.3,51.8,8.59,0.33,7.4,31.64,3.4,11.19,2.61,108,Unhealthy for Sensitive Groups,4.3,56.1,0.054,1.72,21.92,1025.4
Fukuoka,Fukuoka,2015-04-01,27.14,58.93,23.19,39.03,20.82,10.05,0.66,4.55,60.74,0.63,3.6,1.26,82,Moderate,7.3,70.1,0.036,1.73,22.18,1025.4
Fukuoka,Fukuoka,2015-05-01,34.77,43.81,11.3,19.9,15.01,7.7,0.62,8.53,29.95,1.82,5.04,0.84,99,Moderate,4.8,77.2,0.042,1.75,22.2,1023.1
Fukuoka,Fukuoka,2015-06-01,14.43,28.78,8.1,20.85,27.5,7.47,0.4,4.53,27.45,1.93,1.66,1.87,54,Moderate,4.4,72.3,0.062,1.6,21.89,1023.2
Fukuoka,Fukuoka,2015-07-01,11.47,30.73,13.23,21.88,18.82,2.16,0.77,5.19,26.35,1.36,4.2,0.61,48,Good,5.5,85.8,0.063,1.74,21.83,1021.8
Fukuoka,Fukuoka,2015-08-01,19.92,20.76,12.26,22.51,29.23,7.6,0.27,3.32,55.05,1.98,5.4,0.97,66,Moderate,9.7,81.0,0.068,1.76,21.67,1024.6
Fukuoka,Fukuoka,2015-09-01,25.9,38.11,17.51,29.79,20.29,6.49,0.34,4.01,49.51,1.35,4.79,1.98,80,Moderate,7.5,74.7,0.058,1.71,21.44,1023.9
Fukuoka,Fukuoka,2015-10-01,16.03,18.7,15.72,25.93,30.89,5.29,0.91,11.4,54.9,2.04,4.19,2.41,58,Moderate,4.5,72.0,0.043,1.86,22.12,1024.4
Fukuoka,Fukuoka,2015-11-01,35.94,44.66,18.69,39.84,14.8,4.7,0.69,12.79,30.79,3.51,3.82,1.14,101,Unhealthy for Sensitive Groups,11.6,70.3,0.07,1.89,22.11,1024.2
Fukuoka,Fukuoka,2015-12-01,47.17,70.4,15.55,26.68,32.53,8.89,1.44,10.58,39.49,3.19,13.16,2.78,130,Unhealthy for Sensitive Groups,13.4,68.5,0.043,1.88,22.26,1023.0
Fukuoka,Fukuoka,2016-01-01,24.75,58.93,14.07,21.98,56.13,7.28,0.61,12.87,53.72,0.55,10.3,1.33,77,Moderate,5.2,51.6,0.063,1.62,21.83,1023.2
Fukuoka,Fukuoka,2016-02-01,20.57,47.68,24.98,39.43,55.9,14.26,0.7,6.21,43.67,1.33,5.19,1.09,68,Moderate,11.6,57.0,0.06,1.71,21.57,1021.2
Fukuoka,Fukuoka,2016-03-01,16.55,50.17,27.91,35.13,38.21,12.67,1.3,11.95,44.24,2.51,7.45,2.14,59,Moderate,8.5,56.5,0.061,1.91,21.56,1021.5
Fukuoka,Fukuoka,2016-04-01,26.79,52.56,25.58,40.92,41.66,10.16,1.23,3.04,29.54,2.62,5.24,0.62,82,Moderate,7.1,65.2,0.051,1.69,21.7,1020.6
Fukuoka,Fukuoka,2016-05-01,14.46,16.44,18.46,33.08,18.3,7.94,0.35,4.2,29.85,0.68,4.93,2.0,54,Moderate,9.9,58.2,0.059,1.6,21.48,1020.5
Fukuoka,Fukuoka,2016-06-01,9.66,15.68,20.23,29.09,25.62,4.2,0.81,4.08,60.51,1.25,3.07,1.33,40,Good,7.0,68.0,0.061,2.13,21.29,1021.2
Fukuoka,Fukuoka,2016-07-01,9.09,25.91,6.86,16.7,28.82,3.01,0.44,7.73,49.35,1.27,1.35,0.37,38,Good,5.2,75.5,0.053,1.51,21.89,1018.7
Fukuoka,Fukuoka,2016-08-01,19.48,17.19,9.98,17.9,19.34,3.31,0.65,3.62,47.56,0.86,1.72,1.58,65,Moderate,7.5,83.3,0.065,1.33,21.55,1023.3
Fukuoka,Fukuoka,2016-09-01,14.69,14.27,22.04,12.15,20.11,4.68,0.49,5.62,54.17,1.32,4.45,1.05,55,Moderate,8.3,71.5,0.063,1.91,21.63,1019.3
Fukuoka,Fukuoka,2016-10-01,27.1,40.89,18.0,23.29,39.04,9.41,0.94,9.14,56.47,1.38,2.67,0.98,82,Moderate,3.7,68.4,0.041,2.04,21.73,1020.4
Fukuoka,Fukuoka,2016-11-01,14.86,61.76,31.05,42.14,25.55,5.12,0.46,6.96,56.37,2.23,10.62,1.13,55,Moderate,7.8,62.2,0.061,1.74,21.41,1020.6
Fukuoka,Fukuoka,2016-12-01,18.28,30.3,20.61,26.88,48.58,12.5,1.21,12.29,50.96,3.4,13.3,2.32,63,Moderate,13.3,59.5,0.077,1.8,21.81,1020.2
Fukuoka,Fukuoka,2017-01-01,30.23,66.89,25.53,48.84,20.9,5.22,0.9,6.89,72.62,0.78,5.07,2.1,89,Moderate,6.8,57.3,0.07,1.83,21.43,1019.6
Fukuoka,Fukuoka,2017-02-01,42.7,63.0,23.57,43.5,41.19,8.56,0.46,15.06,72.62,0.99,11.19,2.54,118,Unhealthy for Sensitive Groups,6.1,45.6,0.051,1.96,21.85,1020.0
Fukuoka,Fukuoka,2017-03-01,35.85,55.49,33.21,35.65,47.0,5.66,0.5,5.67,58.68,3.42,7.95,1.94,101,Unhealthy for Sensitive Groups,4.1,56.9,0.06,1.75,21.65,1017.7
Fukuoka,Fukuoka,2017-04-01,18.74,72.76,21.63,32.53,21.11,3.31,0.69,5.77,45.95,2.03,4.96,0.97,64,Moderate,6.2,63.7,0.047,2.04,21.02,1016.8
Fukuoka,Fukuoka,2017-05-01,21.78,27.45,25.08,14.17,34.81,2.49,0.99,3.84,62.08,1.39,2.51,1.12,71,Moderate,10.7,59.5,0.075,1.83,21.59,1017.1
Fukuoka,Fukuoka,2017-06-01,10.39,12.54,15.31,14.09,28.8,4.98,0.88,5.64,44.66,1.34,2.23,1.7,43,Good,7.6,81.9,0.067,1.71,21.58,1022.9
Fukuoka,Fukuoka,2017-07-01,16.4,23.31,9.39,25.05,12.27,5.01,0.6,6.37,30.85,0.92,2.86,1.16,59,Moderate,3.4,86.6,0.044,1.94,21.5,1021.5
Fukuoka,Fukuoka,2017-08-01,14.03,22.6,4.75,26.32,9.45,5.13,0.43,2.38,47.84,1.24,3.25,1.05,53,Moderate,3.6,83.1,0.065,1.74,21.65,1019.8
Fukuoka,Fukuoka,2017-09-01,23.23,14.03,6.27,19.32,26.2,7.3,0.66,7.99,43.58,1.33,7.31,1.85,74,Moderate,5.6,79.9,0.068,1.82,21.3,1023.5
Fukuoka,Fukuoka,2017-10-01,19.73,24.57,7.09,17.69,41.33,5.86,0.87,6.77,38.26,1.75,8.19,0.79,66,Moderate,5.6,60.6,0.051,2.13,21.35,1017.3
Fukuoka,Fukuoka,2017-11-01,33.33,49.16,17.65,23.33,12.65,9.49,1.26,6.04,27.89,1.8,3.79,1.48,96,Moderate,7.6,54.0,0.063,1.67,21.62,1019.6
Fukuoka,Fukuoka,2017-12-01,31.81,68.0,40.48,43.59,50.42,8.49,1.16,15.49,48.02,1.15,12.97,3.29,93,Moderate,6.7,57.3,0.051,1.82,21.4,1013.5
Fukuoka,Fukuoka,2018-01-01,33.92,71.21,8.91,45.02,55.41,14.72,0.84,8.56,47.94,2.23,5.47,2.51,98,Moderate,5.8,49.1,0.038,2.1,21.1,1014.2
Fukuoka,Fukuoka,2018-02-01,16.46,52.18,19.98,36.0,17.57,11.88,0.5,12.27,63.29,0.66,6.81,1.3,59,Moderate,12.3,62.4,0.053,2.5,21.47,1016.7
Fukuoka,Fukuoka,2018-03-01,31.15,80.29,21.91,39.66,32.25,9.06,0.61,11.66,59.56,2.12,10.11,0.92,91,Moderate,4.5,60.9,0.05,2.08,21.34,1015.6
Fukuoka,Fukuoka,2018-04-01,29.45,67.38,16.38,33.0,16.02,11.14,0.64,8.71,57.21,1.82,6.5,1.31,88,Moderate,8.2,64.7,0.07,1.71,21.43,1016.3
Fukuoka,Fukuoka,2018-05-01,28.23,47.01,11.59,35.97,15.11,5.62,0.47,4.13,44.4,2.24,8.2,1.33,85,Moderate,9.6,70.5,0.062,2.34,21.38,1018.8
Fukuoka,Fukuoka,2018-06-01,23.23,13.86,8.79,11.4,26.07,7.81,0.43,6.76,28.61,0.55,6.62,1.47,74,Moderate,5.6,80.7,0.058,1.62,21.09,1015.8
Fukuoka,Fukuoka,2018-07-01,19.51,33.01,6.91,11.12,22.64,4.44,0.23,8.17,27.01,0.98,6.7,1.03,66,Moderate,9.8,74.4,0.025,2.37,21.25,1019.1
Fukuoka,Fukuoka,2018-08-01,17.82,35.75,18.3,17.89,20.35,2.33,0.76,2.67,38.22,1.72,3.3,0.39,62,Moderate,6.4,77.3,0.053,2.27,21.48,1019.2
Fukuoka,Fukuoka,2018-09-01,10.48,19.33,13.49,22.23,11.01,1.56,0.61,6.14,27.68,1.45,7.36,1.61,44,Good,7.5,82.5,0.064,1.37,21.61,1017.3
Fukuoka,Fukuoka,2018-10-01,13.96,42.27,14.13,36.1,37.7,9.64,0.24,4.15,35.07,0.59,9.66,1.34,53,Moderate,7.5,65.1,0.048,1.96,21.53,1017.2
Fukuoka,Fukuoka,2018-11-01,34.29,40.72,28.16,26.4,34.3,8.13,0.38,6.77,54.91,1.9,10.11,0.58,98,Moderate,11.5,68.8,0.075,1.52,21.44,1015.7
Fukuoka,Fukuoka,2018-12-01,48.72,59.7,30.93,43.83,35.88,13.35,0.94,8.87,71.47,2.99,12.72,3.48,134,Unhealthy for Sensitive Groups,15.3,50.2,0.045,1.73,21.33,1015.0
Fukuoka,Fukuoka,2019-01-01,20.9,28.39,15.88,33.83,30.02,4.66,0.75,7.12,82.74,2.64,7.2,2.87,69,Moderate,3.2,64.1,0.042,1.78,21.01,1016.5
Fukuoka,Fukuoka,2019-02-01,23.34,38.41,16.22,19.21,53.44,14.17,1.29,9.68,85.82,1.83,10.54,2.79,74,Moderate,9.4,52.7,0.041,1.81,21.32,1014.9
Fukuoka,Fukuoka,2019-03-01,21.37,35.39,20.96,26.54,19.16,8.14,1.24,6.2,35.33,2.49,9.35,0.82,70,Moderate,5.1,61.7,0.076,2.46,21.16,1012.3
Fukuoka,Fukuoka,2019-04-01,15.67,31.56,15.11,21.75,40.91,5.89,0.4,4.44,30.69,1.24,6.0,1.01,57,Moderate,4.1,77.1,0.068,2.03,21.19,1015.5
Fukuoka,Fukuoka,2019-05-01,25.51,36.33,26.53,24.85,32.43,9.14,0.9,9.21,55.4,2.33,5.75,1.84,79,Moderate,3.8,62.9,0.055,2.13,21.37,1016.3
Fukuoka,Fukuoka,2019-06-01,24.44,17.1,14.94,14.22,33.75,6.91,0.8,4.48,35.92,2.17,6.54,1.46,76,Moderate,5.1,80.8,0.067,1.78,20.94,1019.2
Fukuoka,Fukuoka,2019-07-01,10.99,20.28,20.55,28.2,10.07,5.37,0.42,4.88,27.62,0.78,1.42,0.5,46,Good,4.0,77.4,0.076,1.99,21.24,1012.7
Fukuoka,Fukuoka,2019-08-01,10.68,34.49,9.75,20.3,23.89,2.51,0.43,4.17,24.68,0.79,1.88,1.29,44,Good,1.8,73.6,0.064,1.9,21.36,1017.1
Fukuoka,Fukuoka,2019-09-01,19.25,31.92,22.63,23.05,22.34,5.95,0.26,8.23,40.6,0.59,3.71,1.0,65,Moderate,10.1,80.7,0.067,2.21,21.13,1015.9
Fukuoka,Fukuoka,2019-10-01,29.34,33.93,22.68,18.78,21.03,10.38,0.32,8.96,43.25,2.39,5.41,2.27,87,Moderate,6.9,61.0,0.053,1.97,21.23,1012.4
Fukuoka,Fukuoka,2019-11-01,22.23,50.56,25.23,17.53,15.56,3.47,0.41,7.97,64.92,1.47,4.22,2.43,72,Moderate,9.6,57.0,0.06,2.48,20.93,1011.4
Fukuoka,Fukuoka,2019-12-01,26.19,44.6,31.98,52.2,58.57,4.18,1.16,10.78,58.92,3.86,8.85,3.01,80,Moderate,7.9,57.5,0.054,2.03,21.43,1016.0
Fukuoka,Fukuoka,2020-01-01,43.34,63.61,35.57,41.59,50.54,8.59,0.52,6.33,47.46,2.55,11.31,1.46,120,Unhealthy for Sensitive Groups,10.7,53.8,0.077,1.75,20.58,1014.5
Fukuoka,Fukuoka,2020-02-01,16.38,23.44,18.09,27.4,21.17,13.46,1.05,11.3,73.48,1.83,11.66,1.01,59,Moderate,8.4,58.3,0.068,2.04,20.72,1012.2
Fukuoka,Fukuoka,2020-03-01,20.07,21.81,17.73,12.27,16.33,2.79,0.59,7.27,24.96,0.23,5.57,0.51,67,Moderate,7.4,68.2,0.061,1.64,20.82,1010.4
Fukuoka,Fukuoka,2020-04-01,10.46,15.57,4.11,8.4,7.22,1.48,0.14,4.26,10.61,0.23,3.13,0.97,44,Good,9.0,68.5,0.05,1.85,20.53,1015.0
Fukuoka,Fukuoka,2020-05-01,16.73,14.51,10.45,13.62,14.62,3.64,0.38,5.9,34.89,1.2,2.27,0.34,59,Moderate,7.5,74.4,0.057,2.3,20.43,1013.9
Fukuoka,Fukuoka,2020-06-01,10.24,18.41,6.1,16.66,12.56,0.58,0.27,1.8,19.32,1.46,1.05,0.5,43,Good,7.1,85.5,0.063,1.67,21.36,1016.9
Fukuoka,Fukuoka,2020-07-01,9.84,33.42,15.64,23.23,12.7,6.96,0.29,4.56,42.6,1.73,5.81,1.48,41,Good,6.4,70.2,0.069,1.64,20.62,1013.9
Fukuoka,Fukuoka,2020-08-01,18.68,25.1,11.87,9.28,27.45,3.92,0.57,6.79,52.74,1.31,1.49,0.2,64,Moderate,6.3,73.0,0.061,1.96,20.59,1008.0
Fukuoka,Fukuoka,2020-09-01,23.61,21.18,19.26,17.72,19.61,6.3,0.36,3.96,54.28,1.71,5.06,1.41,75,Moderate,10.0,72.7,0.056,1.75,20.89,1008.8
Fukuoka,Fukuoka,2020-10-01,30.66,36.39,26.49,19.95,17.26,5.29,0.58,8.69,32.04,1.63,2.14,0.43,90,Moderate,4.5,71.9,0.082,1.79,21.19,1016.0
Fukuoka,Fukuoka,2020-11-01,32.49,49.59,15.94,29.14,38.45,8.52,1.13,9.64,30.79,3.03,4.21,0.55,94,Moderate,6.7,54.7,0.063,1.49,21.17,1015.9
Fukuoka,Fukuoka,2020-12-01,37.77,43.58,37.85,19.37,20.98,7.62,1.05,7.94,73.93,1.09,4.53,2.52,106,Unhealthy for Sensitive Groups,10.6,60.3,0.066,1.82,20.61,1009.1
Fukuoka,Fukuoka,2021-01-01,18.27,35.96,29.57,27.21,28.23,7.96,1.34,14.86,41.37,0.87,4.91,0.49,63,Moderate,10.6,54.5,0.064,1.83,20.84,1007.1
Fukuoka,Fukuoka,2021-02-01,29.14,30.31,29.58,46.85,38.46,4.68,0.47,11.6,61.54,2.69,7.28,1.58,87,Moderate,7.3,68.9,0.074,2.08,21.21,1010.6
Fukuoka,Fukuoka,2021-03-01,30.06,50.15,31.15,33.42,17.47,5.06,1.26,11.13,52.32,3.27,10.3,2.28,89,Moderate,10.2,68.0,0.057,2.23,20.71,1011.7
Fukuoka,Fukuoka,2021-04-01,23.43,70.28,10.56,25.77,17.63,4.83,0.45,5.06,50.45,1.91,7.43,2.15,74,Moderate,11.4,69.3,0.065,1.66,20.69,1010.4
Fukuoka,Fukuoka,2021-05-01,28.73,36.05,21.64,25.6,13.79,9.81,1.02,6.1,60.95,2.16,2.68,0.85,86,Moderate,3.8,67.3,0.079,2.37,20.79,1008.7
Fukuoka,Fukuoka,2021-06-01,27.08,19.95,5.49,12.44,23.89,7.0,0.3,4.86,38.73,2.05,4.5,1.43,82,Moderate,4.8,73.3,0.049,2.25,20.87,1009.3
Fukuoka,Fukuoka,2021-07-01,20.66,28.92,17.27,24.67,7.85,5.6,0.48,7.27,30.43,1.72,1.38,0.23,68,Moderate,7.8,75.4,0.067,1.83,20.94,1013.5
Fukuoka,Fukuoka,2021-08-01,20.79,29.04,16.8,10.66,25.33,5.31,0.26,7.09,29.45,0.35,4.33,0.6,68,Moderate,6.3,72.4,0.068,2.17,20.81,1011.1
Fukuoka,Fukuoka,2021-09-01,24.03,32.08,17.31,16.58,29.1,7.19,0.32,5.4,39.69,0.77,2.64,1.38,76,Moderate,7.4,83.6,0.063,2.54,21.12,1011.8
Fukuoka,Fukuoka,2021-10-01,18.84,31.35,24.49,31.63,39.44,8.84,0.99,10.02,16.12,2.31,5.32,2.29,64,Moderate,8.7,68.8,0.044,2.11,20.49,1013.6
Fukuoka,Fukuoka,2021-11-01,27.14,48.13,14.05,29.26,46.2,9.69,0.81,3.39,65.64,1.46,8.32,0.82,82,Moderate,7.9,69.2,0.068,1.84,20.76,1012.4
Fukuoka,Fukuoka,2021-12-01,36.58,55.85,26.5,29.89,40.33,7.79,1.37,13.37,77.72,2.13,8.5,2.26,102,Unhealthy for Sensitive Groups,12.1,61.8,0.051,1.68,21.14,1011.4
Fukuoka,Fukuoka,2022-01-01,29.38,36.04,22.76,32.9,29.75,4.52,0.52,8.71,76.95,0.91,4.95,1.84,87,Moderate,10.6,50.4,0.055,2.02,20.98,1005.7
Fukuoka,Fukuoka,2022-02-01,17.79,42.88,14.61,33.82,16.48,4.37,0.54,13.73,28.1,3.51,2.68,2.65,62,Moderate,7.7,59.0,0.049,2.17,20.57,1009.7
