Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Balochistan,Sibi,2015-10-01,95.78,183.65,42.06,42.76,27.26,24.63,3.51,14.85,78.8,5.38,18.05,2.37,172,Unhealthy,4.9,49.6,0.156,0.81,15.44,36.1
Balochistan,Sibi,2015-11-01,165.95,211.1,53.46,87.98,78.11,34.4,2.74,16.71,128.82,5.67,6.42,2.94,216,Very Unhealthy,6.0,68.0,0.198,1.37,15.46,35.7
Balochistan,Sibi,2015-12-01,138.1,233.13,65.24,86.89,141.74,46.38,3.62,24.91,91.83,7.76,21.1,5.39,194,Unhealthy,3.1,59.5,0.182,2.29,15.53,35.5
Balochistan,Sibi,2016-01-01,88.09,206.54,41.56,66.87,63.77,40.99,4.05,33.09,111.14,4.11,12.74,7.28,168,Unhealthy,5.5,51.7,0.172,3.59,15.65,36.3
Balochistan,Sibi,2016-02-01,111.06,179.86,33.15,36.62,65.03,28.98,3.69,40.58,71.38,3.55,16.46,5.47,180,Unhealthy,4.9,50.5,0.247,3.1,16.23,36.3
Balochistan,Sibi,2016-03-01,46.94,201.46,34.99,36.98,60.29,14.27,3.0,26.94,72.75,4.85,9.07,1.23,129,Unhealthy for Sensitive Groups,10.8,59.9,0.288,0.57,15.72,36.4
Balochistan,Sibi,2016-04-01,81.94,121.19,27.86,42.55,39.36,15.74,0.97,23.88,74.32,4.97,8.17,4.42,165,Unhealthy,7.0,34.7,0.139,1.94,15.77,36.5
Balochistan,Sibi,2016-05-01,35.95,89.95,24.45,31.06,59.85,18.04,2.82,19.5,52.55,3.23,3.09,2.57,102,Unhealthy for Sensitive Groups,9.2,28.7,0.269,-0.02,15.86,36.1
Balochistan,Sibi,2016-06-01,31.7,133.2,33.29,38.68,32.07,17.96,1.66,9.74,45.14,2.91,12.57,2.2,92,Moderate,13.6,35.0,0.196,1.52,15.55,36.5
Balochistan,Sibi,2016-07-01,56.59,79.58,25.37,48.72,29.71,12.53,1.46,21.48,55.19,2.36,2.73,2.06,152,Unhealthy,6.4,67.3,0.171,2.02,16.22,36.4
Balochistan,Sibi,2016-08-01,51.41,58.2,26.84,39.79,18.72,16.46,2.24,8.66,43.02,3.27,2.6,1.84,140,Unhealthy for Sensitive Groups,5.2,89.2,0.168,1.43,16.28,36.4
Balochistan,Sibi,2016-09-01,86.31,128.06,32.6,42.28,52.99,19.95,1.5,18.41,43.26,3.02,2.01,2.43,167,Unhealthy,11.1,53.5,0.11,2.88,16.34,36.3
Balochistan,Sibi,2016-10-01,130.08,170.53,24.72,33.73,65.25,22.07,3.09,21.31,45.59,2.74,16.05,3.89,190,Unhealthy,9.5,41.9,0.288,2.75,16.15,36.1
Balochistan,Sibi,2016-11-01,142.1,303.99,59.93,94.96,59.72,25.04,4.04,27.41,82.57,3.5,19.79,4.04,196,Unhealthy,2.4,51.8,0.292,1.1,16.53,36.6
Balochistan,Sibi,2016-12-01,87.68,213.56,38.69,93.89,134.18,52.76,4.13,39.99,90.58,6.21,8.71,6.28,168,Unhealthy,2.4,72.2,0.2,0.26,16.01,36.2
Balochistan,Sibi,2017-01-01,59.79,132.17,41.15,54.22,48.18,21.42,2.37,22.56,123.34,3.47,11.93,2.97,153,Unhealthy,2.3,74.0,0.265,3.34,16.07,37.0
Balochistan,Sibi,2017-02-01,130.53,252.17,55.63,62.57,51.24,42.26,2.81,42.95,99.49,5.29,4.12,2.89,190,Unhealthy,6.4,46.8,0.177,1.02,16.57,37.2
Balochistan,Sibi,2017-03-01,57.45,193.1,38.52,64.06,59.85,30.07,2.6,22.37,75.46,6.98,11.43,3.28,152,Unhealthy,8.7,48.6,0.274,2.96,16.39,36.8
Balochistan,Sibi,2017-04-01,79.52,101.0,21.46,39.79,77.85,11.54,1.4,15.53,47.83,5.54,7.91,0.97,163,Unhealthy,12.2,31.6,0.229,3.42,16.09,37.2
Balochistan,Sibi,2017-05-01,72.9,134.44,18.46,41.6,62.51,13.61,1.28,13.87,45.5,4.91,8.43,2.05,160,Unhealthy,7.3,29.3,0.226,0.42,16.17,37.1
Balochistan,Sibi,2017-06-01,78.39,95.51,32.72,40.36,27.98,11.06,1.53,18.98,48.91,4.12,12.36,1.38,163,Unhealthy,14.6,45.2,0.167,1.86,16.2,37.1
Balochistan,Sibi,2017-07-01,56.11,61.45,27.96,44.4,21.58,20.13,1.9,8.53,55.38,2.86,10.75,2.46,151,Unhealthy,8.3,66.8,0.261,2.77,16.64,37.4
Balochistan,Sibi,2017-08-01,68.2,137.39,24.23,30.29,50.23,24.39,1.53,10.24,23.69,1.76,9.83,3.45,158,Unhealthy,5.1,67.7,0.178,-0.75,16.33,37.0
Balochistan,Sibi,2017-09-01,82.92,143.61,11.61,30.65,50.07,13.49,1.81,22.11,41.01,3.71,7.49,3.4,165,Unhealthy,7.9,74.4,0.224,0.86,16.2,37.0
Balochistan,Sibi,2017-10-01,67.93,247.95,24.37,42.17,55.18,27.58,2.43,37.11,92.5,6.51,6.03,1.0,157,Unhealthy,5.7,54.4,0.125,2.31,16.68,37.1
Balochistan,Sibi,2017-11-01,87.83,153.59,38.04,70.26,118.77,36.78,2.34,33.64,142.17,2.88,17.61,5.08,168,Unhealthy,6.0,62.8,0.216,4.03,16.57,37.2
Balochistan,Sibi,2017-12-01,110.65,269.8,60.36,102.54,96.3,36.26,4.94,48.47,154.97,9.8,20.43,5.34,179,Unhealthy,6.7,62.0,0.189,2.23,16.31,37.2
Balochistan,Sibi,2018-01-01,81.71,134.77,29.67,83.11,80.89,40.68,5.19,20.95,112.05,3.52,12.16,6.65,165,Unhealthy,8.5,58.0,0.25,0.84,17.34,37.9
Balochistan,Sibi,2018-02-01,80.19,193.93,29.43,90.78,112.93,15.82,2.22,37.35,67.69,6.29,4.83,3.23,164,Unhealthy,7.1,44.4,0.267,1.09,16.75,37.5
Balochistan,Sibi,2018-03-01,67.51,201.46,20.49,47.31,85.96,18.12,3.02,28.16,94.7,6.3,4.45,4.78,157,Unhealthy,11.7,50.7,0.233,0.21,17.37,37.6
Balochistan,Sibi,2018-04-01,46.74,151.92,38.76,44.79,28.28,27.37,2.15,10.5,81.08,1.8,10.17,1.17,129,Unhealthy for Sensitive Groups,5.4,44.9,0.128,2.83,16.71,37.6
Balochistan,Sibi,2018-05-01,66.13,177.27,26.62,39.84,50.04,14.42,1.42,13.93,68.97,3.8,5.92,1.48,156,Unhealthy,12.3,40.0,0.191,1.68,16.83,37.8
Balochistan,Sibi,2018-06-01,64.32,89.03,13.7,38.63,56.43,9.47,1.17,21.91,47.06,4.86,3.82,4.07,156,Unhealthy,14.7,40.2,0.203,-0.32,17.63,37.8
Balochistan,Sibi,2018-07-01,65.24,159.02,13.81,24.21,39.64,15.52,2.02,12.94,51.5,2.64,3.95,1.41,156,Unhealthy,19.0,79.1,0.134,2.55,17.12,37.8
Balochistan,Sibi,2018-08-01,38.99,121.55,18.5,38.51,52.87,7.45,1.68,19.02,53.79,3.86,8.33,3.59,110,Unhealthy for Sensitive Groups,12.5,60.8,0.238,0.83,16.6,37.8
Balochistan,Sibi,2018-09-01,81.59,75.01,20.34,56.43,69.52,16.05,2.66,29.57,38.46,1.86,12.15,1.01,164,Unhealthy,9.4,64.5,0.161,2.52,16.33,37.5
Balochistan,Sibi,2018-10-01,83.95,191.5,47.29,78.84,69.72,37.84,2.54,16.52,119.48,1.79,5.29,2.13,166,Unhealthy,8.2,45.9,0.135,2.88,16.48,37.7
Balochistan,Sibi,2018-11-01,110.83,182.96,23.68,44.95,91.45,21.34,2.38,50.18,81.87,8.61,13.09,1.55,180,Unhealthy,4.6,51.4,0.156,4.7,17.08,37.9
Balochistan,Sibi,2018-12-01,155.42,304.9,46.13,70.57,77.89,20.38,5.57,29.76,127.31,8.92,18.49,1.97,206,Very Unhealthy,5.4,64.0,0.231,1.79,16.6,37.7
Balochistan,Sibi,2019-01-01,116.69,287.93,33.84,101.73,71.36,50.79,2.98,45.13,74.84,9.22,16.74,3.48,183,Unhealthy,4.8,69.3,0.191,3.58,17.62,38.4
Balochistan,Sibi,2019-02-01,78.92,221.35,27.84,75.13,115.03,31.65,3.55,20.1,80.47,4.8,7.83,5.18,163,Unhealthy,3.9,64.4,0.175,3.47,16.94,38.6
Balochistan,Sibi,2019-03-01,112.95,173.86,51.62,55.6,45.23,28.14,3.34,23.46,74.34,1.89,16.67,5.32,181,Unhealthy,10.5,45.3,0.208,2.66,17.12,38.8
Balochistan,Sibi,2019-04-01,85.76,123.08,31.66,59.05,75.55,17.47,1.33,18.84,86.23,6.07,10.14,2.46,167,Unhealthy,12.0,28.6,0.227,0.76,17.11,38.4
Balochistan,Sibi,2019-05-01,39.39,70.17,26.35,33.26,53.88,20.48,1.15,20.89,74.89,4.18,3.5,2.12,111,Unhealthy for Sensitive Groups,9.6,40.5,0.105,2.13,17.05,38.5
Balochistan,Sibi,2019-06-01,66.53,166.45,24.79,56.61,42.49,20.57,2.73,25.5,40.86,2.7,6.81,3.74,157,Unhealthy,16.6,47.2,0.177,1.91,17.24,38.4
Balochistan,Sibi,2019-07-01,58.9,64.37,20.38,29.57,27.74,8.33,0.85,13.58,48.45,4.6,10.53,3.21,153,Unhealthy,8.0,82.5,0.145,2.15,17.33,38.3
Balochistan,Sibi,2019-08-01,45.79,122.02,23.56,44.31,47.1,15.59,0.93,10.46,44.08,2.52,8.32,2.73,126,Unhealthy for Sensitive Groups,7.1,84.7,0.224,0.36,17.27,38.5
Balochistan,Sibi,2019-09-01,89.83,155.03,21.23,32.05,39.95,8.48,1.83,19.02,55.28,2.07,4.13,3.01,169,Unhealthy,8.4,67.7,0.275,2.89,17.39,38.4
Balochistan,Sibi,2019-10-01,117.69,126.24,31.43,67.03,86.07,28.91,3.2,15.98,75.75,2.03,13.3,1.42,183,Unhealthy,6.0,61.9,0.154,0.63,17.55,38.5
Balochistan,Sibi,2019-11-01,83.85,234.06,65.99,92.8,54.58,24.46,4.64,33.32,86.3,6.35,25.15,7.09,166,Unhealthy,6.0,59.9,0.254,0.73,17.75,38.5
Balochistan,Sibi,2019-12-01,147.42,166.49,37.37,64.49,104.69,43.37,4.8,26.48,108.84,9.59,12.83,4.04,198,Unhealthy,5.5,51.6,0.235,1.86,18.42,38.7
Balochistan,Sibi,2020-01-01,87.59,158.81,37.89,98.13,125.36,19.66,4.91,27.45,142.5,2.87,13.54,6.11,168,Unhealthy,2.6,70.2,0.162,1.95,17.34,39.2
Balochistan,Sibi,2020-02-01,106.39,254.58,32.63,98.02,39.27,15.49,4.58,35.37,73.35,6.2,22.12,5.96,177,Unhealthy,6.6,67.8,0.22,2.72,17.75,39.2
Balochistan,Sibi,2020-03-01,47.17,134.19,14.04,31.22,66.48,19.91,0.81,8.74,66.82,2.31,8.17,1.91,130,Unhealthy for Sensitive Groups,5.4,63.5,0.152,4.02,17.3,39.5
Balochistan,Sibi,2020-04-01,47.58,56.47,20.42,31.17,12.66,14.0,1.51,6.03,31.32,2.63,5.84,0.46,131,Unhealthy for Sensitive Groups,10.7,33.7,0.292,1.43,17.77,39.3
Balochistan,Sibi,2020-05-01,38.47,71.92,7.93,21.14,28.52,13.69,1.16,12.64,27.55,2.27,1.87,2.28,108,Unhealthy for Sensitive Groups,6.2,33.3,0.271,2.82,17.84,39.4
Balochistan,Sibi,2020-06-01,54.34,44.13,14.25,42.4,44.74,19.32,2.27,7.85,41.54,3.93,2.43,3.06,147,Unhealthy for Sensitive Groups,14.3,35.8,0.309,0.72,17.58,39.1
Balochistan,Sibi,2020-07-01,55.2,66.16,27.84,53.22,33.44,19.28,0.75,17.56,61.04,1.59,9.66,2.92,150,Unhealthy for Sensitive Groups,10.4,63.2,0.311,0.41,17.58,39.2
Balochistan,Sibi,2020-08-01,70.39,109.52,17.52,44.82,28.43,19.86,1.74,17.34,46.64,2.07,11.27,1.67,159,Unhealthy,10.8,88.3,0.214,3.08,17.44,39.2
Balochistan,Sibi,2020-09-01,111.77,175.85,16.71,45.1,70.34,26.35,2.49,27.73,70.39,1.4,10.4,1.92,180,Unhealthy,9.1,49.9,0.235,3.61,18.42,39.1
Balochistan,Sibi,2020-10-01,90.62,203.7,37.35,71.45,82.43,16.46,2.03,22.19,78.35,5.11,17.89,1.49,169,Unhealthy,3.6,56.0,0.198,2.05,17.41,39.2
Balochistan,Sibi,2020-11-01,117.03,345.5,74.54,119.38,53.75,27.33,2.69,37.13,83.13,10.62,12.91,5.78,183,Unhealthy,4.6,52.0,0.184,1.38,17.56,39.3
Balochistan,Sibi,2020-12-01,144.22,352.91,64.11,54.14,114.16,39.69,3.71,23.92,72.87,6.54,26.11,6.49,197,Unhealthy,3.5,54.0,0.167,1.8,17.96,39.1
Balochistan,Sibi,2021-01-01,131.39,234.58,43.94,83.91,94.39,35.97,3.01,33.0,72.74,5.35,6.51,3.75,190,Unhealthy,7.1,69.8,0.115,1.3,18.26,39.9
Balochistan,Sibi,2021-02-01,120.11,254.43,19.92,82.23,50.38,44.04,4.1,21.84,124.38,6.86,22.74,6.24,184,Unhealthy,6.8,66.1,0.084,1.61,17.86,40.0
Balochistan,Sibi,2021-03-01,118.76,110.08,20.11,33.03,51.15,34.64,1.87,24.78,84.03,3.03,12.92,2.74,184,Unhealthy,8.0,59.1,0.291,2.43,17.97,39.9
Balochistan,Sibi,2021-04-01,49.45,92.24,22.28,38.56,35.92,30.64,2.33,11.19,81.09,2.33,11.44,3.85,135,Unhealthy for Sensitive Groups,13.5,43.7,0.141,1.39,17.95,39.8
Balochistan,Sibi,2021-05-01,43.25,164.59,26.76,20.89,74.13,12.66,2.02,18.22,42.97,1.57,13.88,4.73,120,Unhealthy for Sensitive Groups,13.3,40.7,0.114,0.29,18.43,39.9
Balochistan,Sibi,2021-06-01,39.26,109.78,18.48,51.19,52.28,18.49,2.72,23.08,67.0,3.3,11.03,2.68,110,Unhealthy for Sensitive Groups,15.3,57.3,0.203,3.18,18.09,39.7
Balochistan,Sibi,2021-07-01,72.98,114.5,20.76,44.25,41.67,18.51,1.01,24.65,58.7,3.25,11.2,1.35,160,Unhealthy,13.1,55.0,0.102,2.15,18.03,39.9
Balochistan,Sibi,2021-08-01,32.0,70.81,24.6,27.89,60.52,20.6,2.57,20.67,56.04,2.43,8.35,2.72,93,Moderate,6.0,72.2,0.249,1.28,18.11,40.0
Balochistan,Sibi,2021-09-01,42.59,172.76,12.87,48.95,63.17,29.63,1.51,14.22,85.1,2.54,12.51,4.35,118,Unhealthy for Sensitive Groups,7.8,78.1,0.179,1.95,18.32,39.9
Balochistan,Sibi,2021-10-01,107.65,248.42,43.16,75.16,91.14,17.54,3.34,33.15,54.07,3.46,4.1,2.72,178,Unhealthy,11.1,55.0,0.341,2.58,18.15,39.8
Balochistan,Sibi,2021-11-01,134.74,290.47,30.12,73.94,81.49,20.7,4.89,54.82,94.32,5.8,24.08,8.29,192,Unhealthy,2.5,56.6,0.188,0.16,17.38,40.0
Balochistan,Sibi,2021-12-01,110.0,287.26,82.82,51.62,74.85,24.53,3.17,30.68,122.94,6.28,22.9,6.45,179,Unhealthy,3.3,63.1,0.224,2.17,18.69,39.7
Balochistan,Sibi,2022-01-01,168.89,147.93,39.39,92.11,76.36,17.75,4.42,50.31,138.35,2.79,15.59,2.6,219,Very Unhealthy,0.5,69.7,0.305,1.35,18.97,40.9
Balochistan,Sibi,2022-02-01,91.23,113.94,27.57,71.8,60.46,38.4,2.45,39.64,97.45,4.23,19.64,5.9,169,Unhealthy,9.2,46.1,0.254,1.89,18.54,40.7
Balochistan,Sibi,2022-03-01,103.98,222.15,14.36,36.94,34.62,32.57,2.66,16.99,72.72,6.39,8.48,5.45,176,Unhealthy,10.5,41.3,0.206,3.27,18.75,40.4
Balochistan,Sibi,2022-04-01,78.58,91.44,37.94,38.86,31.55,24.9,1.18,31.36,43.84,3.94,14.05,0.61,163,Unhealthy,11.1,31.5,0.285,2.32,18.44,40.7
Balochistan,Sibi,2022-05-01,76.78,113.07,28.67,45.93,58.62,25.0,2.17,11.08,58.51,5.0,6.66,2.87,162,Unhealthy,16.9,27.6,0.141,2.92,18.48,40.5
Balochistan,Sibi,2022-06-01,62.23,154.86,33.05,51.59,74.98,18.43,1.61,22.88,69.84,4.63,7.08,4.03,154,Unhealthy,10.2,51.8,0.131,2.33,18.37,40.6
Balochistan,Sibi,2022-07-01,40.13,105.86,24.74,28.46,47.91,16.55,0.9,24.11,34.57,4.11,10.67,3.27,112,Unhealthy for Sensitive Groups,7.4,76.3,0.19,0.58,19.36,40.5
Balochistan,Sibi,2022-08-01,60.67,136.09,16.87,24.59,42.13,14.96,2.14,11.28,49.15,3.11,4.31,3.88,154,Unhealthy,9.9,64.9,0.17,1.75,18.06,40.6
Balochistan,Sibi,2022-09-01,63.83,165.75,23.32,46.29,57.68,11.27,1.13,16.66,49.0,1.2,6.75,3.48,155,Unhealthy,10.8,56.1,0.132,1.69,18.7,40.8
Balochistan,Sibi,2022-10-01,129.9,233.72,53.96,56.61,89.27,23.53,3.64,40.63,64.7,5.84,9.53,6.07,189,Unhealthy,9.8,51.8,0.291,1.69,18.88,40.7
Balochistan,Sibi,2022-11-01,156.76,234.66,34.73,117.95,47.93,31.54,4.39,50.35,153.39,6.47,20.68,8.58,207,Very Unhealthy,8.9,67.4,0.113,1.18,18.84,40.9
Balochistan,Sibi,2022-12-01,150.29,166.16,30.96,111.27,77.86,47.07,4.81,57.57,115.62,5.32,13.27,8.84,200,Unhealthy,5.6,78.8,0.149,3.33,18.41,40.7
Balochistan,Sibi,2023-01-01,92.64,328.67,30.55,94.29,126.74,27.64,4.65,47.7,135.3,9.69,23.46,4.49,170,Unhealthy,3.5,56.6,0.294,1.86,19.25,41.2
Balochistan,Sibi,2023-02-01,126.81,227.58,44.88,89.62,60.72,33.14,2.33,18.35,72.15,3.23,6.39,3.91,188,Unhealthy,6.5,50.0,0.221,2.65,19.27,41.5
Balochistan,Sibi,2023-03-01,51.66,190.69,28.53,69.61,49.35,35.25,2.88,32.46,98.86,6.03,10.33,1.28,141,Unhealthy for Sensitive Groups,5.8,64.1,0.264,4.8,18.86,41.3
Balochistan,Sibi,2023-04-01,53.58,133.8,13.49,37.16,68.22,29.52,2.38,21.29,58.59,3.33,5.63,2.65,146,Unhealthy for Sensitive Groups,9.4,46.0,0.225,1.33,18.87,41.1
Balochistan,Sibi,2023-05-01,95.47,134.14,40.81,51.69,45.76,28.9,2.57,10.79,73.22,3.73,12.04,0.82,172,Unhealthy,13.0,47.6,0.173,3.24,19.4,41.1
Balochistan,Sibi,2023-06-01,60.1,96.71,26.27,44.87,67.91,11.54,2.48,16.22,78.15,4.4,8.73,2.72,153,Unhealthy,12.3,60.2,0.244,3.41,19.23,41.3
Balochistan,Sibi,2023-07-01,40.43,149.43,15.37,25.03,20.31,17.04,1.95,21.95,39.89,2.05,9.63,2.12,113,Unhealthy for Sensitive Groups,12.7,78.9,0.196,4.82,19.11,41.1
Balochistan,Sibi,2023-08-01,34.24,154.48,19.09,52.12,61.6,8.27,1.22,11.94,51.41,2.81,8.44,2.83,98,Moderate,5.0,73.9,0.276,2.61,19.21,41.3
Balochistan,Sibi,2023-09-01,79.84,175.91,16.26,45.23,55.99,17.51,2.29,10.94,60.76,1.38,6.94,4.18,164,Unhealthy,6.9,68.6,0.241,2.33,19.4,41.2
Balochistan,Sibi,2023-10-01,75.01,102.08,48.92,37.88,84.16,25.68,2.32,24.29,57.68,4.85,4.3,2.23,161,Unhealthy,7.1,62.0,0.142,3.7,19.18,41.5
Balochistan,Sibi,2023-11-01,142.13,129.69,61.45,73.05,47.15,51.25,3.96,52.99,80.16,3.66,8.36,1.71,196,Unhealthy,6.4,55.6,0.24,3.31,19.1,41.2
Balochistan,Sibi,2023-12-01,172.2,314.41,30.85,88.9,66.9,42.12,5.25,21.66,92.6,5.97,26.32,3.37,223,Very Unhealthy,4.3,77.8,0.23,3.21,19.09,41.5
Balochistan,Sibi,2024-01-01,91.44,228.32,35.41,64.12,82.23,22.29,5.19,37.58,76.7,5.68,18.27,4.52,170,Unhealthy,2.1,59.9,0.199,3.83,19.34,42.2
Balochistan,Sibi,2024-02-01,114.11,276.2,24.3,41.77,61.23,34.95,1.93,44.83,73.61,8.36,5.0,4.45,181,Unhealthy,8.5,57.1,0.299,2.24,19.79,42.0
Balochistan,Sibi,2024-03-01,100.75,143.21,37.43,43.3,93.68,24.69,3.2,24.37,58.18,2.97,5.18,4.48,174,Unhealthy,3.9,50.2,0.193,2.08,19.59,42.0
Balochistan,Sibi,2024-04-01,69.24,170.57,20.29,42.28,45.73,19.94,1.02,28.38,33.28,1.77,13.71,3.44,158,Unhealthy,12.7,49.7,0.227,2.27,19.34,42.3
Balochistan,Sibi,2024-05-01,80.5,108.67,26.74,42.16,29.75,28.05,1.68,28.37,44.18,4.37,8.06,1.45,164,Unhealthy,4.4,43.4,0.225,3.59,19.41,41.9
Balochistan,Sibi,2024-06-01,66.06,159.74,31.79,42.34,43.24,20.65,2.49,24.02,59.53,3.33,5.12,2.3,156,Unhealthy,6.0,49.9,0.109,2.6,19.07,41.8
Balochistan,Sibi,2024-07-01,46.37,69.75,17.05,42.98,55.83,20.57,2.24,23.51,45.07,2.0,10.72,1.8,128,Unhealthy for Sensitive Groups,10.6,60.0,0.202,0.57,19.47,41.7
Balochistan,Sibi,2024-08-01,78.8,133.22,12.42,48.19,52.03,14.03,2.18,11.87,52.96,1.6,8.32,2.47,163,Unhealthy,9.7,63.2,0.319,1.37,19.79,41.9
Balochistan,Sibi,2024-09-01,86.46,132.04,38.3,43.54,30.49,19.23,1.66,15.73,33.51,2.31,10.59,0.74,167,Unhealthy,3.7,52.8,0.137,-0.46,19.44,42.1
Balochistan,Sibi,2024-10-01,109.03,239.2,34.33,62.18,81.94,21.84,3.55,15.49,54.43,4.28,12.3,1.94,179,Unhealthy,8.0,40.5,0.165,3.53,19.52,42.0
Balochistan,Sibi,2024-11-01,138.0,218.51,65.52,55.1,77.97,43.75,5.29,53.03,88.26,2.88,24.92,5.02,194,Unhealthy,1.9,66.7,0.254,0.02,20.02,42.0
Balochistan,Sibi,2024-12-01,189.09,347.09,50.68,94.03,116.38,22.73,2.56,48.42,116.71,9.08,14.78,2.9,239,Very Unhealthy,2.7,61.8,0.219,1.36,19.29,42.2
Balochistan,Sibi,2025-01-01,166.59,170.8,40.34,87.59,43.07,39.16,3.35,31.64,134.77,9.71,23.0,7.91,217,Very Unhealthy,7.9,56.5,0.156,1.43,19.74,42.9
Balochistan,Sibi,2025-02-01,101.96,263.64,59.16,94.56,80.51,21.63,1.86,27.0,105.12,6.5,8.19,3.98,175,Unhealthy,4.5,55.7,0.214,0.6,19.9,42.7
Balochistan,Sibi,2025-03-01,67.57,101.45,43.93,54.66,84.39,11.57,1.25,13.7,62.44,6.39,11.31,3.26,157,Unhealthy,12.0,52.3,0.136,1.98,19.77,42.3
Balochistan,Sibi,2025-04-01,44.04,100.65,18.19,54.37,43.66,14.34,2.45,14.04,37.5,5.44,10.79,0.82,122,Unhealthy for Sensitive Groups,10.7,36.9,0.171,2.84,20.2,42.6
Balochistan,Sibi,2025-05-01,48.28,175.25,19.75,45.24,40.79,7.82,1.37,18.02,67.88,4.61,12.0,0.95,132,Unhealthy for Sensitive Groups,12.2,24.9,0.236,1.88,20.44,42.3
Balochistan,Sibi,2025-06-01,48.53,98.0,21.79,57.83,31.32,13.41,0.86,14.84,28.66,2.52,6.15,3.35,133,Unhealthy for Sensitive Groups,9.2,43.1,0.183,1.76,19.95,42.8
Balochistan,Sibi,2025-07-01,35.35,143.09,25.5,27.28,53.3,15.07,1.16,15.72,58.79,3.45,11.24,2.74,100,Moderate,9.7,79.2,0.273,1.31,19.66,42.5
Balochistan,Sibi,2025-08-01,81.09,82.85,17.85,42.64,38.21,9.69,1.07,10.16,59.46,2.41,10.95,3.39,164,Unhealthy,10.9,85.8,0.236,0.3,20.52,43.0
Balochistan,Sibi,2025-09-01,95.79,76.97,29.66,52.36,28.29,22.24,1.32,7.34,44.8,3.19,8.93,1.48,172,Unhealthy,6.1,54.8,0.158,3.39,20.09,42.7
Balochistan,Sibi,2025-10-01,98.6,246.14,35.66,75.22,90.16,32.68,3.84,24.66,95.84,6.0,11.0,2.79,173,Unhealthy,9.7,59.7,0.166,1.78,19.71,42.9
Balochistan,Sibi,2025-11-01,111.95,266.84,61.94,65.22,69.85,26.22,3.06,45.27,92.89,5.2,17.07,2.58,180,Unhealthy,3.9,60.1,0.141,1.26,20.17,43.0
Balochistan,Sibi,2025-12-01,176.7,170.34,31.72,101.66,83.38,33.17,1.93,39.92,88.79,10.53,6.7,4.41,227,Very Unhealthy,1.8,55.3,0.206,3.96,19.66,42.8
Balochistan,Turbat,2014-01-01,128.6,154.34,29.44,73.38,90.84,31.55,2.63,36.0,54.92,2.87,7.76,2.75,189,Unhealthy,4.8,66.1,0.218,2.24,15.01,34.9
Balochistan,Turbat,2014-02-01,52.79,96.53,26.99,45.74,51.67,27.44,1.68,17.86,69.63,4.21,14.15,4.39,144,Unhealthy for Sensitive Groups,7.8,57.5,0.172,2.99,14.81,34.9
Balochistan,Turbat,2014-03-01,74.59,149.66,35.35,60.38,69.01,14.06,1.14,13.76,65.72,1.35,12.04,0.5,161,Unhealthy,11.0,58.8,0.199,1.63,14.61,35.2
Balochistan,Turbat,2014-04-01,48.79,110.87,24.87,52.3,29.85,18.05,2.04,13.62,45.94,2.53,9.2,1.13,134,Unhealthy for Sensitive Groups,6.7,32.8,0.18,3.71,14.88,35.1
Balochistan,Turbat,2014-05-01,38.16,58.38,17.48,24.45,25.26,10.47,1.65,11.36,54.88,3.11,2.87,2.24,108,Unhealthy for Sensitive Groups,8.0,31.5,0.269,1.64,14.8,35.1
Balochistan,Turbat,2014-06-01,68.2,114.22,26.52,37.82,23.39,21.37,0.72,12.47,36.9,2.24,10.57,0.75,158,Unhealthy,8.3,60.2,0.197,1.11,15.04,35.3
Balochistan,Turbat,2014-07-01,55.29,103.59,14.76,40.08,48.79,17.35,0.87,9.23,39.48,2.61,5.22,2.7,150,Unhealthy for Sensitive Groups,8.3,65.7,0.141,2.06,14.94,35.2
Balochistan,Turbat,2014-08-01,33.29,79.09,13.96,17.1,44.28,14.48,1.11,17.55,34.2,1.03,8.35,2.08,96,Moderate,9.2,80.1,0.181,2.01,14.82,35.2
Balochistan,Turbat,2014-09-01,86.4,120.64,15.56,28.54,19.36,6.55,1.88,13.48,41.42,2.39,7.37,1.63,167,Unhealthy,4.5,56.1,0.272,2.54,15.33,35.1
Balochistan,Turbat,2014-10-01,86.51,180.83,42.65,25.17,31.89,19.27,3.25,23.79,75.12,5.44,5.31,0.85,167,Unhealthy,7.5,58.3,0.184,2.59,14.79,35.2
Balochistan,Turbat,2014-11-01,127.13,228.32,27.13,84.16,43.43,17.69,4.2,27.57,122.34,3.77,4.46,1.14,188,Unhealthy,5.0,58.5,0.291,1.74,14.73,34.9
Balochistan,Turbat,2014-12-01,77.77,210.84,27.61,60.57,103.27,29.61,4.31,33.95,111.91,6.92,9.1,5.78,162,Unhealthy,5.6,72.1,0.17,1.25,14.8,34.9
Balochistan,Turbat,2015-01-01,94.07,129.75,26.24,73.89,46.87,29.6,2.73,15.42,103.6,2.95,10.31,6.61,171,Unhealthy,6.6,60.4,0.234,2.12,15.1,35.8
