Federal_District,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
North Caucasian,Grozny,2021-10-01,16.92,26.73,12.31,24.42,26.4,6.23,0.62,10.32,72.74,0.42,2.62,0.18,61.0,Moderate,10.7,73.8,0.096,3.45,30.44,54.7
North Caucasian,Grozny,2021-11-01,17.41,28.64,15.17,17.2,32.76,5.63,0.87,,72.85,1.64,1.78,1.1,62.0,Moderate,12.3,87.2,0.021,-0.6,31.6,54.6
North Caucasian,Grozny,2021-12-01,23.0,30.18,18.33,29.7,41.84,5.06,0.83,16.17,117.43,0.77,2.3,0.15,74.0,Moderate,13.3,87.1,0.197,0.12,31.04,54.5
North Caucasian,Grozny,2022-01-01,15.09,44.77,13.52,18.68,,8.09,1.46,5.76,109.44,2.25,5.66,0.33,57.0,Moderate,4.9,86.4,0.113,0.05,30.91,54.5
North Caucasian,Grozny,2022-02-01,14.07,17.01,11.74,21.93,37.33,3.99,0.42,3.69,81.32,0.93,2.28,1.49,55.0,Moderate,6.1,80.4,0.139,3.13,32.02,54.8
North Caucasian,Grozny,2022-03-01,26.46,22.59,,19.3,17.47,3.05,1.1,7.48,69.12,0.59,1.76,0.44,81.0,Moderate,8.9,70.8,0.014,1.79,31.46,54.7
North Caucasian,Grozny,2022-04-01,8.68,29.8,10.71,17.58,19.52,2.05,0.62,3.66,62.91,1.1,2.69,0.71,36.0,Good,5.4,61.3,0.152,-0.28,31.48,54.4
North Caucasian,Grozny,2022-05-01,,24.53,7.22,17.96,15.36,8.47,0.65,4.72,30.55,1.01,1.7,0.61,,,15.4,56.2,0.382,-0.38,31.16,54.4
North Caucasian,Grozny,2022-06-01,13.88,15.98,9.59,22.53,22.09,6.86,0.63,5.47,61.97,0.85,2.16,0.3,55.0,Moderate,12.5,57.0,0.05,-0.37,30.23,54.6
North Caucasian,Grozny,2022-07-01,5.68,22.42,8.68,13.92,7.38,2.12,0.57,5.14,63.24,1.08,1.63,0.21,24.0,Good,4.6,62.7,0.0,2.89,31.63,54.5
North Caucasian,Grozny,2022-08-01,13.2,17.79,5.86,11.67,11.81,3.61,0.49,3.9,62.35,0.28,2.59,0.6,53.0,Moderate,7.4,61.3,0.006,1.0,31.19,54.7
North Caucasian,Grozny,2022-09-01,12.79,31.03,7.89,10.25,26.71,5.79,0.61,4.14,52.68,0.33,2.36,0.13,52.0,Moderate,7.0,73.0,0.0,1.12,29.91,54.6
North Caucasian,Grozny,2022-10-01,21.32,13.29,6.86,12.18,17.54,3.46,0.54,6.61,66.78,0.92,2.03,0.42,70.0,Moderate,5.2,76.9,0.109,1.13,32.16,54.5
North Caucasian,Grozny,2022-11-01,19.75,40.37,19.96,13.77,28.52,3.99,1.15,12.63,58.04,2.01,1.36,0.87,67.0,Moderate,12.2,88.4,0.061,1.02,31.18,54.7
North Caucasian,Grozny,2022-12-01,23.57,28.23,15.02,24.49,19.67,4.26,0.56,1.75,67.04,1.82,1.37,0.82,75.0,Moderate,13.1,93.1,0.11,1.41,31.87,54.5
North Caucasian,Grozny,2023-01-01,18.94,57.97,13.82,32.34,35.99,5.38,1.0,6.43,119.71,0.96,5.3,1.46,65.0,Moderate,9.7,82.4,0.37,0.01,31.16,54.6
North Caucasian,Grozny,2023-02-01,18.73,52.52,16.03,29.38,,8.53,0.4,9.12,92.97,0.68,2.95,0.91,65.0,Moderate,10.2,85.3,0.0,1.31,30.52,54.5
North Caucasian,Grozny,2023-03-01,20.33,14.55,,17.91,21.24,3.23,0.45,6.01,34.87,0.9,0.8,0.63,68.0,Moderate,14.8,70.3,0.0,0.51,31.5,54.5
North Caucasian,Grozny,2023-04-01,17.69,25.94,,9.98,16.25,3.02,0.24,5.18,42.47,1.0,2.49,0.27,63.0,Moderate,12.6,62.3,0.011,-1.48,30.46,54.6
North Caucasian,Grozny,2023-05-01,8.9,19.11,10.48,13.05,10.48,5.73,0.41,1.7,54.42,0.58,2.48,0.81,37.0,Good,5.7,60.8,0.112,0.49,31.63,54.7
North Caucasian,Grozny,2023-06-01,16.6,28.5,6.09,9.04,15.51,,0.29,6.8,53.15,0.22,2.87,0.29,60.0,Moderate,5.4,70.5,0.017,6.17,31.33,54.6
North Caucasian,Grozny,2023-07-01,10.43,,11.66,15.57,18.6,3.61,0.35,2.26,44.0,0.8,0.76,0.42,43.0,Good,7.2,73.4,0.026,3.45,31.33,54.4
North Caucasian,Grozny,2023-08-01,11.85,16.1,3.15,14.97,16.89,0.76,0.59,1.0,54.31,0.2,2.17,0.56,49.0,Good,7.1,68.2,0.033,-0.74,31.58,54.2
North Caucasian,Grozny,2023-09-01,,30.88,11.98,16.62,20.57,5.13,0.31,5.78,78.38,0.85,1.97,0.23,,,11.2,76.0,0.066,-0.09,31.48,54.6
North Caucasian,Grozny,2023-10-01,7.11,36.99,12.24,7.67,12.02,3.42,0.55,2.99,68.79,0.84,3.88,0.69,30.0,Good,7.8,87.5,0.34,0.21,31.4,54.4
North Caucasian,Grozny,2023-11-01,17.3,38.35,11.82,21.66,28.0,8.23,0.3,1.97,97.15,0.67,2.24,0.56,62.0,Moderate,12.6,87.3,0.001,0.81,32.17,54.7
North Caucasian,Grozny,2023-12-01,23.41,22.23,12.76,23.85,16.95,7.2,1.13,6.95,80.67,0.77,4.14,1.04,75.0,Moderate,13.5,95.5,0.173,1.73,30.67,54.4
North Caucasian,Grozny,2024-01-01,22.14,50.47,16.27,32.16,34.7,8.85,1.45,,115.95,0.57,0.84,1.49,72.0,Moderate,10.9,85.7,0.04,-0.5,31.36,54.5
North Caucasian,Grozny,2024-02-01,25.4,34.77,13.08,30.46,28.74,5.38,1.47,11.81,57.96,1.47,2.72,0.5,79.0,Moderate,7.4,80.1,0.071,-0.39,31.41,54.4
North Caucasian,Grozny,2024-03-01,12.93,36.09,,23.3,15.08,4.37,0.35,10.91,65.47,,4.18,0.33,53.0,Moderate,5.0,80.0,0.013,2.28,30.5,54.3
North Caucasian,Grozny,2024-04-01,8.62,22.86,10.31,10.1,17.76,3.71,0.44,7.79,44.77,0.81,2.3,0.47,36.0,Good,8.5,59.8,0.0,1.72,31.74,54.5
North Caucasian,Grozny,2024-05-01,10.37,10.97,8.53,17.27,14.87,6.14,0.52,1.0,53.7,0.01,2.36,0.18,43.0,Good,8.3,61.9,0.127,0.93,32.08,54.3
North Caucasian,Grozny,2024-06-01,13.58,23.14,11.19,15.33,27.52,3.27,0.46,,38.98,0.87,2.6,0.67,54.0,Moderate,7.9,66.1,0.0,3.53,31.35,54.3
North Caucasian,Grozny,2024-07-01,,27.54,8.22,16.06,7.64,5.43,0.73,1.76,45.79,1.16,2.69,0.3,,,4.8,81.8,0.0,-0.98,31.94,54.6
North Caucasian,Grozny,2024-08-01,,6.82,,10.88,2.78,2.78,0.87,6.97,47.5,0.98,0.73,0.28,,,3.7,77.9,0.035,1.04,32.0,54.4
North Caucasian,Grozny,2024-09-01,5.67,18.46,,16.32,20.64,2.67,0.63,12.67,57.93,,0.78,0.18,24.0,Good,9.2,81.2,0.2,-1.26,31.65,54.7
North Caucasian,Grozny,2024-10-01,13.32,22.04,7.84,13.73,27.81,5.92,0.93,5.85,49.72,0.49,2.0,1.06,54.0,Moderate,4.4,80.2,0.0,0.73,31.17,54.4
North Caucasian,Grozny,2024-11-01,18.24,40.57,6.61,10.82,15.81,2.91,0.67,9.57,87.27,1.01,3.39,0.78,64.0,Moderate,13.2,74.3,0.019,3.55,31.72,54.2
North Caucasian,Grozny,2024-12-01,30.31,33.36,24.59,31.12,22.78,3.6,1.04,7.76,88.67,0.38,2.6,0.08,89.0,Moderate,7.4,94.4,0.05,-0.92,31.23,54.4
North Caucasian,Grozny,2025-01-01,19.0,48.43,10.83,29.39,23.78,12.42,1.0,5.08,115.54,0.53,6.54,0.45,66.0,Moderate,9.2,72.7,0.032,0.11,30.83,54.5
North Caucasian,Grozny,2025-02-01,19.81,29.97,9.16,25.36,16.82,7.94,1.07,10.28,64.15,0.81,3.16,1.14,67.0,Moderate,6.2,73.2,0.018,1.36,30.95,54.4
North Caucasian,Grozny,2025-03-01,13.45,22.77,8.7,18.43,11.64,6.0,0.5,7.69,46.72,0.72,2.77,0.93,54.0,Moderate,10.5,68.7,0.142,3.25,31.78,54.4
North Caucasian,Grozny,2025-04-01,11.58,40.13,12.68,19.24,,6.45,0.37,9.41,75.78,0.96,2.88,0.77,48.0,Good,16.3,69.6,0.135,0.15,31.66,54.5
North Caucasian,Grozny,2025-05-01,15.62,25.77,1.1,17.52,13.07,4.83,0.37,5.35,47.32,0.83,0.87,0.58,58.0,Moderate,12.1,55.7,0.103,5.3,31.21,54.4
North Caucasian,Grozny,2025-06-01,16.45,11.86,11.83,15.62,21.88,1.92,0.44,10.22,46.59,0.54,2.76,0.58,60.0,Moderate,11.7,69.7,0.065,2.04,31.86,54.5
North Caucasian,Grozny,2025-07-01,5.0,25.81,,13.36,19.55,6.53,0.38,6.56,55.41,0.38,1.79,0.02,21.0,Good,5.0,67.4,0.139,3.53,31.58,54.4
North Caucasian,Grozny,2025-08-01,9.52,17.21,7.76,10.58,19.34,5.45,0.46,5.23,51.88,0.47,0.98,0.52,40.0,Good,6.6,79.2,0.0,2.11,32.57,54.4
North Caucasian,Grozny,2025-09-01,18.67,33.62,6.88,13.61,,2.78,0.68,5.37,36.44,0.41,1.09,0.28,65.0,Moderate,4.0,72.6,0.126,2.1,31.59,54.3
North Caucasian,Grozny,2025-10-01,22.65,35.75,16.17,21.6,15.19,4.83,1.06,6.34,34.59,1.28,2.04,0.38,73.0,Moderate,11.9,77.9,0.098,0.76,30.99,54.3
North Caucasian,Grozny,2025-11-01,22.31,45.63,3.94,30.59,,6.47,1.3,7.06,97.54,0.45,1.9,0.43,72.0,Moderate,12.6,94.6,0.283,-0.16,31.37,54.6
North Caucasian,Grozny,2025-12-01,19.69,45.55,15.48,35.72,36.19,4.32,0.63,14.19,67.99,0.52,4.04,0.48,67.0,Moderate,7.6,91.6,0.031,1.68,31.26,54.5
North Caucasian,Khasavyurt,2014-01-01,17.41,54.52,7.75,22.62,38.19,5.67,1.62,12.86,72.67,1.77,3.86,0.67,62.0,Moderate,5.5,85.6,0.117,1.98,30.72,54.8
North Caucasian,Khasavyurt,2014-02-01,25.06,55.93,11.46,23.46,29.4,4.83,0.98,14.15,89.67,0.55,2.64,1.34,78.0,Moderate,12.7,72.4,0.266,1.03,30.09,55.1
North Caucasian,Khasavyurt,2014-03-01,13.16,17.62,13.54,11.49,16.28,6.09,0.71,6.26,60.62,0.43,4.77,0.14,53.0,Moderate,13.4,75.1,0.211,1.89,30.34,55.1
North Caucasian,Khasavyurt,2014-04-01,13.46,31.29,6.63,18.01,20.95,5.37,0.99,7.9,63.89,1.14,2.57,0.7,54.0,Moderate,5.0,60.0,0.251,2.69,29.18,55.2
North Caucasian,Khasavyurt,2014-05-01,12.1,12.72,9.75,16.99,19.41,5.02,0.58,5.03,26.62,,1.44,0.23,51.0,Moderate,9.6,54.7,0.141,0.72,31.03,55.2
North Caucasian,Khasavyurt,2014-06-01,17.24,32.5,8.64,21.52,5.02,0.5,0.48,6.04,66.2,0.85,2.51,0.35,62.0,Moderate,9.3,67.8,0.125,1.03,30.4,55.0
North Caucasian,Khasavyurt,2014-07-01,9.42,22.69,8.66,15.87,11.39,4.63,0.34,6.21,30.88,1.12,3.29,0.55,39.0,Good,4.7,61.5,0.113,1.26,29.43,55.0
North Caucasian,Khasavyurt,2014-08-01,16.06,,4.92,19.92,17.34,6.97,0.79,6.55,64.21,0.43,3.59,0.59,59.0,Moderate,11.3,76.1,0.237,0.58,30.82,54.9
North Caucasian,Khasavyurt,2014-09-01,18.12,31.59,9.54,10.09,8.43,2.8,0.47,3.23,58.81,1.14,1.1,0.38,64.0,Moderate,11.0,81.7,0.174,-0.82,29.21,55.0
North Caucasian,Khasavyurt,2014-10-01,9.72,27.39,6.99,20.83,27.76,3.88,0.95,9.07,60.51,1.18,3.91,0.66,41.0,Good,15.4,90.6,0.017,0.76,29.56,54.9
North Caucasian,Khasavyurt,2014-11-01,22.97,35.97,4.99,16.56,34.26,2.77,0.69,8.42,91.13,1.24,2.79,1.41,74.0,Moderate,6.3,92.0,0.082,2.5,29.84,55.0
North Caucasian,Khasavyurt,2014-12-01,19.42,33.38,15.22,20.86,38.8,8.33,1.44,8.7,53.68,0.73,1.45,0.38,66.0,Moderate,5.8,88.4,0.0,1.56,29.64,55.1
North Caucasian,Khasavyurt,2015-01-01,14.8,41.44,19.14,36.89,42.1,3.41,0.49,6.4,57.94,1.06,3.11,0.66,57.0,Moderate,11.8,92.2,0.095,-1.86,30.27,54.9
North Caucasian,Khasavyurt,2015-02-01,31.11,39.73,15.58,25.42,19.18,5.91,1.31,3.93,57.54,1.82,5.23,0.91,91.0,Moderate,7.9,71.6,0.125,2.36,29.52,54.9
North Caucasian,Khasavyurt,2015-03-01,16.83,21.22,21.03,13.49,15.9,5.82,0.57,10.68,60.87,1.0,3.24,0.29,61.0,Moderate,13.7,68.9,0.09,1.0,30.35,54.9
North Caucasian,Khasavyurt,2015-04-01,8.55,16.76,7.67,10.12,16.93,4.5,0.49,3.46,35.3,0.48,2.1,0.94,36.0,Good,4.7,70.2,0.226,1.44,31.32,54.9
North Caucasian,Khasavyurt,2015-05-01,11.05,29.46,6.44,10.84,15.0,1.11,0.48,7.35,62.02,1.18,1.9,0.62,46.0,Good,14.8,52.1,0.192,-0.2,30.02,55.0
North Caucasian,Khasavyurt,2015-06-01,7.82,20.23,14.94,10.79,14.74,6.26,0.67,3.29,34.18,0.32,2.48,0.57,33.0,Good,12.2,67.7,0.013,2.25,31.14,55.0
North Caucasian,Khasavyurt,2015-07-01,,17.67,6.24,16.78,13.63,2.71,0.33,8.76,38.3,0.18,1.24,0.61,,,9.9,69.6,0.147,0.67,28.82,54.9
North Caucasian,Khasavyurt,2015-08-01,15.25,29.21,7.75,18.54,17.48,4.87,0.77,1.46,36.04,0.93,2.53,0.51,58.0,Moderate,4.3,74.4,0.122,1.77,31.04,55.0
North Caucasian,Khasavyurt,2015-09-01,19.03,30.83,11.47,10.73,15.14,8.21,0.66,3.28,65.76,0.94,2.37,0.01,66.0,Moderate,2.9,79.2,0.094,1.33,29.64,55.2
North Caucasian,Khasavyurt,2015-10-01,16.12,34.02,5.99,13.16,24.53,8.08,0.79,10.77,68.13,1.11,4.07,0.35,59.0,Moderate,7.5,83.3,0.358,-1.35,30.63,55.1
North Caucasian,Khasavyurt,2015-11-01,15.85,52.16,9.81,14.97,19.96,,0.69,7.29,57.38,0.66,2.42,,59.0,Moderate,16.2,79.6,0.119,1.5,30.48,54.9
North Caucasian,Khasavyurt,2015-12-01,33.84,,19.74,17.68,30.87,7.07,0.97,11.26,130.17,0.92,0.88,1.41,97.0,Moderate,7.6,85.1,0.034,3.6,30.32,55.1
North Caucasian,Khasavyurt,2016-01-01,35.95,27.53,13.34,23.84,47.01,3.39,0.64,8.1,86.23,0.84,1.25,1.03,102.0,Unhealthy for Sensitive Groups,5.7,86.7,0.188,2.26,29.84,54.9
North Caucasian,Khasavyurt,2016-02-01,30.43,26.25,9.14,20.11,25.15,6.23,1.03,10.68,87.23,0.65,4.11,0.16,90.0,Moderate,10.8,85.6,0.004,1.16,29.52,54.9
North Caucasian,Khasavyurt,2016-03-01,20.16,21.13,8.65,16.26,11.59,4.21,0.67,7.26,52.05,1.26,4.08,0.05,68.0,Moderate,6.0,70.1,0.13,0.53,30.17,54.9
North Caucasian,Khasavyurt,2016-04-01,,19.34,,10.57,19.12,5.58,0.88,8.26,64.68,0.33,2.13,0.34,,,4.8,65.5,0.211,-0.72,30.14,55.0
North Caucasian,Khasavyurt,2016-05-01,4.85,22.57,8.5,10.06,13.49,0.95,0.22,4.89,50.77,1.15,2.95,0.02,20.0,Good,12.8,52.6,0.11,3.23,30.96,54.9
North Caucasian,Khasavyurt,2016-06-01,12.94,27.68,1.27,14.4,16.29,3.33,0.34,5.67,32.99,1.12,2.33,0.57,53.0,Moderate,7.3,70.4,0.047,2.31,30.73,55.0
North Caucasian,Khasavyurt,2016-07-01,14.31,28.97,16.05,12.63,25.8,5.6,0.53,4.5,45.59,0.96,1.34,0.59,56.0,Moderate,6.3,70.7,0.0,0.36,29.79,54.8
North Caucasian,Khasavyurt,2016-08-01,15.25,,10.17,12.31,20.34,2.28,0.45,6.44,53.75,0.76,3.23,0.33,58.0,Moderate,5.8,84.5,0.041,3.05,30.03,54.9
North Caucasian,Khasavyurt,2016-09-01,16.25,12.91,5.78,7.89,15.0,4.64,0.28,4.89,,0.22,1.62,0.67,60.0,Moderate,13.5,71.0,0.368,-0.14,30.74,54.9
North Caucasian,Khasavyurt,2016-10-01,10.61,41.61,16.18,21.3,10.72,9.47,0.67,4.81,57.22,0.3,2.48,0.77,44.0,Good,7.2,87.6,0.165,2.88,30.05,54.8
North Caucasian,Khasavyurt,2016-11-01,19.93,24.31,10.67,,13.44,6.2,0.6,6.24,109.58,0.52,4.6,0.31,67.0,Moderate,6.5,93.9,0.148,0.85,30.79,54.8
North Caucasian,Khasavyurt,2016-12-01,21.96,33.45,21.41,18.4,32.68,9.34,1.33,16.17,87.85,2.11,5.6,0.51,72.0,Moderate,9.1,92.0,0.267,0.54,29.25,55.0
North Caucasian,Khasavyurt,2017-01-01,12.56,37.96,8.66,21.22,33.5,10.22,,10.94,118.89,0.45,1.73,0.19,52.0,Moderate,2.6,86.2,0.079,0.2,31.3,54.7
North Caucasian,Khasavyurt,2017-02-01,13.65,22.31,,26.97,35.68,10.3,0.74,,65.35,1.93,1.4,1.3,54.0,Moderate,6.3,83.6,0.0,0.56,30.5,54.9
North Caucasian,Khasavyurt,2017-03-01,13.29,28.07,6.58,20.87,12.99,3.16,0.98,11.34,49.45,0.58,0.69,0.24,54.0,Moderate,9.7,68.3,0.0,1.04,31.07,54.8
North Caucasian,Khasavyurt,2017-04-01,13.51,28.15,9.88,13.64,12.06,4.44,0.61,9.21,62.22,1.03,0.51,0.12,54.0,Moderate,15.5,71.8,0.1,0.99,31.28,54.7
North Caucasian,Khasavyurt,2017-05-01,17.69,34.32,5.51,16.56,12.95,5.25,0.64,3.53,40.16,0.78,1.61,0.58,63.0,Moderate,5.5,51.8,0.144,1.57,30.16,54.7
North Caucasian,Khasavyurt,2017-06-01,6.49,28.36,9.03,12.89,,2.58,0.66,5.95,46.85,0.74,2.78,0.47,27.0,Good,11.9,72.7,0.086,0.03,31.25,54.9
North Caucasian,Khasavyurt,2017-07-01,8.44,16.78,8.72,12.5,18.14,2.16,0.32,4.37,43.92,0.85,0.6,0.28,35.0,Good,12.9,64.7,0.0,2.03,31.28,54.7
North Caucasian,Khasavyurt,2017-08-01,4.13,15.33,7.26,19.0,19.47,1.75,0.4,6.69,57.36,0.77,2.66,0.24,17.0,Good,5.4,81.6,0.024,-2.93,31.25,54.7
North Caucasian,Khasavyurt,2017-09-01,9.83,28.42,13.81,16.31,17.76,7.04,0.18,4.81,38.88,0.36,2.01,0.76,41.0,Good,6.2,71.4,0.0,2.31,31.04,54.8
North Caucasian,Khasavyurt,2017-10-01,12.36,22.97,5.47,22.71,29.05,6.09,0.41,,75.33,1.09,3.09,0.62,52.0,Moderate,10.4,82.3,0.148,1.88,31.93,54.8
North Caucasian,Khasavyurt,2017-11-01,15.42,29.54,16.83,33.51,,9.71,0.68,8.59,115.21,1.13,4.23,1.1,58.0,Moderate,13.0,79.3,0.107,-2.08,30.92,54.9
North Caucasian,Khasavyurt,2017-12-01,28.4,37.91,11.02,32.78,25.42,2.79,1.51,11.27,125.41,1.0,3.62,0.67,85.0,Moderate,8.9,83.8,0.14,-0.66,30.48,55.0
North Caucasian,Khasavyurt,2018-01-01,29.74,56.33,12.42,38.18,42.83,7.33,0.94,5.43,91.4,0.66,2.6,1.63,88.0,Moderate,8.5,90.0,0.0,1.88,31.32,54.7
North Caucasian,Khasavyurt,2018-02-01,21.36,38.58,6.11,17.01,,8.11,0.87,9.0,94.61,1.08,4.15,0.28,70.0,Moderate,7.2,70.7,0.104,1.84,30.81,54.6
North Caucasian,Khasavyurt,2018-03-01,15.39,48.82,14.42,25.51,24.71,7.36,0.49,9.15,45.15,1.32,4.01,0.83,58.0,Moderate,11.0,69.4,0.071,4.41,30.96,55.0
North Caucasian,Khasavyurt,2018-04-01,13.57,22.26,10.83,21.63,,3.55,0.61,5.69,57.96,0.98,2.5,0.57,54.0,Moderate,16.5,63.4,0.0,1.23,30.77,55.0
North Caucasian,Khasavyurt,2018-05-01,12.4,18.32,2.91,10.37,20.66,3.1,0.38,3.5,,0.52,3.34,0.75,52.0,Moderate,6.2,55.4,0.086,1.16,31.99,54.8
North Caucasian,Khasavyurt,2018-06-01,13.11,27.07,6.42,12.11,15.85,2.17,0.43,2.79,62.23,0.91,,0.82,53.0,Moderate,9.7,62.8,0.015,-1.22,31.15,54.9
North Caucasian,Khasavyurt,2018-07-01,13.62,28.36,5.89,17.74,13.74,5.4,0.76,7.47,44.32,0.76,2.6,0.67,54.0,Moderate,2.0,60.4,0.075,-0.57,32.1,54.7
North Caucasian,Khasavyurt,2018-08-01,13.12,7.5,12.41,19.25,15.19,6.52,0.41,3.76,43.17,0.67,1.63,0.47,53.0,Moderate,5.1,69.1,0.154,3.09,31.03,55.0
North Caucasian,Khasavyurt,2018-09-01,9.0,20.76,12.63,12.21,11.23,4.03,0.62,,63.35,1.15,2.15,0.62,38.0,Good,8.7,71.7,0.14,1.55,29.75,54.8
North Caucasian,Khasavyurt,2018-10-01,23.53,,18.39,9.41,9.03,5.01,0.71,11.27,,0.52,3.86,0.5,75.0,Moderate,8.2,88.9,0.002,0.04,30.65,54.9
North Caucasian,Khasavyurt,2018-11-01,,54.65,16.94,23.11,16.46,9.29,0.89,4.75,106.28,1.1,2.99,1.14,,,10.1,83.9,0.069,0.27,30.41,54.7
North Caucasian,Khasavyurt,2018-12-01,30.87,,7.28,31.29,18.74,4.59,0.72,11.69,101.21,1.6,1.49,1.15,90.0,Moderate,3.8,82.9,0.151,1.04,29.79,54.9
North Caucasian,Khasavyurt,2019-01-01,30.05,25.89,13.06,36.98,50.65,7.48,0.48,13.98,92.81,2.45,5.5,0.87,89.0,Moderate,7.7,78.0,0.084,-1.63,30.47,54.7
North Caucasian,Khasavyurt,2019-02-01,15.16,18.85,9.14,23.95,30.27,5.21,0.9,11.45,69.05,0.57,3.89,0.53,57.0,Moderate,6.9,79.7,0.239,2.38,30.55,54.4
North Caucasian,Khasavyurt,2019-03-01,17.76,18.09,8.36,11.89,17.66,8.6,0.76,5.21,53.93,,2.32,0.85,63.0,Moderate,13.8,66.7,0.0,2.16,30.78,54.5
North Caucasian,Khasavyurt,2019-04-01,13.87,14.93,11.88,12.56,7.4,4.02,0.69,4.87,50.23,0.36,1.31,0.53,55.0,Moderate,12.7,58.5,0.062,3.25,31.23,54.6
North Caucasian,Khasavyurt,2019-05-01,9.64,21.87,9.39,12.71,9.31,6.89,0.64,1.51,37.26,0.34,1.61,0.47,40.0,Good,4.4,63.4,0.251,-0.15,31.29,54.5
North Caucasian,Khasavyurt,2019-06-01,14.49,20.44,7.65,13.6,17.72,4.21,0.65,6.5,59.97,1.1,2.33,0.07,56.0,Moderate,11.2,71.7,0.266,0.95,30.04,54.8
North Caucasian,Khasavyurt,2019-07-01,14.78,17.61,3.17,,13.07,1.6,0.48,7.51,,0.15,2.08,0.78,57.0,Moderate,6.0,77.6,0.072,0.26,31.11,54.6
North Caucasian,Khasavyurt,2019-08-01,6.38,14.46,4.01,10.93,13.82,3.06,0.6,1.89,54.7,0.29,1.49,0.32,27.0,Good,7.9,79.4,0.048,3.57,31.29,54.8
North Caucasian,Khasavyurt,2019-09-01,11.09,11.35,5.61,11.41,23.28,7.58,,7.11,38.05,0.87,2.19,0.19,46.0,Good,2.5,74.3,0.17,1.5,30.62,54.5
North Caucasian,Khasavyurt,2019-10-01,17.2,26.56,6.67,19.76,11.76,2.38,0.57,6.75,66.16,0.13,1.66,0.38,62.0,Moderate,9.8,78.8,0.186,1.43,31.02,54.8
North Caucasian,Khasavyurt,2019-11-01,22.43,,,19.71,20.33,7.73,0.76,12.43,82.62,0.46,2.64,0.85,73.0,Moderate,5.1,82.1,0.105,-1.7,31.67,54.8
North Caucasian,Khasavyurt,2019-12-01,23.57,31.56,21.03,34.54,27.9,6.75,0.85,5.16,114.23,1.99,3.56,0.17,75.0,Moderate,7.9,87.9,0.042,-0.04,30.83,54.6
North Caucasian,Khasavyurt,2020-01-01,27.25,35.8,14.79,27.43,22.02,7.08,1.12,1.9,65.96,1.24,3.02,0.28,83.0,Moderate,9.5,79.9,0.286,0.78,30.75,54.9
North Caucasian,Khasavyurt,2020-02-01,12.73,45.99,10.11,32.04,18.79,4.17,0.74,5.09,104.99,2.0,,0.96,52.0,Moderate,12.8,80.0,0.085,1.68,30.59,54.6
North Caucasian,Khasavyurt,2020-03-01,9.08,30.16,,22.73,31.26,4.94,1.16,7.93,66.33,1.07,3.59,0.23,38.0,Good,9.9,73.6,0.0,0.26,30.87,54.5
North Caucasian,Khasavyurt,2020-04-01,11.62,13.16,5.44,7.73,21.41,3.98,0.24,,19.04,0.41,1.67,0.09,48.0,Good,17.6,66.7,0.12,0.94,31.69,54.9
North Caucasian,Khasavyurt,2020-05-01,6.77,22.46,3.79,12.21,7.1,1.8,0.27,1.0,32.2,0.4,2.77,0.12,28.0,Good,13.5,62.7,0.042,0.32,32.13,54.7
North Caucasian,Khasavyurt,2020-06-01,16.52,19.86,3.53,5.23,17.3,2.1,0.62,10.04,59.12,0.26,2.28,0.67,60.0,Moderate,5.4,61.6,0.154,0.04,31.12,54.7
North Caucasian,Khasavyurt,2020-07-01,,32.44,10.61,14.03,22.2,4.15,0.42,3.62,70.06,0.43,1.84,0.35,,,4.3,66.0,0.0,2.65,30.93,54.8
North Caucasian,Khasavyurt,2020-08-01,12.21,22.9,13.02,19.97,12.01,3.32,0.35,9.88,69.1,,,0.5,51.0,Moderate,8.6,81.5,0.201,2.24,31.56,54.6
North Caucasian,Khasavyurt,2020-09-01,15.38,29.5,12.21,14.61,11.34,3.87,0.42,4.58,36.13,,3.04,0.73,58.0,Moderate,11.7,83.6,0.033,1.53,31.51,54.7
North Caucasian,Khasavyurt,2020-10-01,17.75,32.52,6.92,23.18,18.98,6.41,0.7,4.75,76.39,0.92,3.05,1.06,63.0,Moderate,13.2,79.9,0.054,-0.22,31.21,54.8
North Caucasian,Khasavyurt,2020-11-01,12.72,29.43,16.51,15.08,,9.62,1.23,8.09,45.52,,2.68,0.15,52.0,Moderate,7.4,91.2,0.103,1.97,30.91,54.7
North Caucasian,Khasavyurt,2020-12-01,26.1,53.0,13.74,29.62,32.04,11.68,,8.91,67.67,0.59,3.07,0.85,80.0,Moderate,11.1,90.2,0.109,0.79,30.55,54.7
North Caucasian,Khasavyurt,2021-01-01,21.79,38.49,15.74,30.59,32.17,4.88,0.4,8.83,84.12,1.15,1.03,,71.0,Moderate,7.8,76.3,0.126,-0.44,31.04,54.6
North Caucasian,Khasavyurt,2021-02-01,26.44,32.35,14.61,22.96,27.47,,0.67,8.24,62.05,1.13,4.22,0.97,81.0,Moderate,10.5,78.5,0.0,-0.69,31.64,54.6
